query,category,query_clean,category_encoded
Excellent product; I’m very pleased with my purchase.,Compliment,excellent product im very pleased with my purchase.,2
The interface is clean and intuitive.,Compliment,the interface is clean and intuitive.,2
This has made data analysis so much easier.,Compliment,this has made data analysis so much easier.,2
It's streamlined our reporting process significantly.,Compliment,its streamlined our reporting process significantly.,2
It has improved my accuracy and reduced errors.,Compliment,it has improved my accuracy and reduced errors.,2
This software is an absolute must-have.,Compliment,this software is an absolute musthave.,2
It has improved our team’s overall productivity.,Compliment,it has improved our teams overall productivity.,2
I’m very happy with this software and would recommend it.,Compliment,im very happy with this software and would recommend it.,2
This is a great product that's easy to use and very efficient.,Compliment,this is a great product thats easy to use and very efficient.,2
The software has simplified many of my daily tasks.,Compliment,the software has simplified many of my daily tasks.,2
I appreciate the clear and concise instructions.,Compliment,i appreciate the clear and concise instructions.,2
This software is a valuable tool for our team.,Compliment,this software is a valuable tool for our team.,2
I'm very pleased with the performance of this software.,Compliment,im very pleased with the performance of this software.,2
"It's intuitive, easy to use, and highly effective.",Compliment,its intuitive easy to use and highly effective.,2
This software has improved our team's communication.,Compliment,this software has improved our teams communication.,2
It has made my work life significantly easier.,Compliment,it has made my work life significantly easier.,2
This is a fantastic piece of software!,Compliment,this is a fantastic piece of software!,2
It's incredibly versatile and easy to use.,Compliment,its incredibly versatile and easy to use.,2
A big time-saver and an overall improvement.,Compliment,a big timesaver and an overall improvement.,2
The software is very reliable and efficient.,Compliment,the software is very reliable and efficient.,2
It's made a noticeable difference in my work.,Compliment,its made a noticeable difference in my work.,2
This software is simple yet powerful.,Compliment,this software is simple yet powerful.,2
I'm incredibly impressed with this software.,Compliment,im incredibly impressed with this software.,2
This software has simplified my workflow immensely.,Compliment,this software has simplified my workflow immensely.,2
It's incredibly user-friendly and effective.,Compliment,its incredibly userfriendly and effective.,2
The software is a great investment for any business.,Compliment,the software is a great investment for any business.,2
I highly recommend this software to others.,Compliment,i highly recommend this software to others.,2
This software has simplified our processes considerably.,Compliment,this software has simplified our processes considerably.,2
It's improved our efficiency and reduced costs.,Compliment,its improved our efficiency and reduced costs.,2
This is a truly excellent software product.,Compliment,this is a truly excellent software product.,2
This software is a valuable addition to our toolkit.,Compliment,this software is a valuable addition to our toolkit.,2
It's intuitive and makes complex tasks simpler.,Compliment,its intuitive and makes complex tasks simpler.,2
